Evaluation metrics using,LinearLearner
Accuracy,0.9585798816568047
Specitivity,0.9634703196347032
Recall,0.9338842975206612
Estimator parameters:
predictor_type,binary_classifier
epochs,100
feature_dim,9
mini_batch_size,337
Evaluation metrics using,LinearLearner
Accuracy,0.9615384615384616
Specitivity,0.9722222222222222
Recall,0.9504132231404959
Estimator parameters:
predictor_type,binary_classifier
epochs,100
feature_dim,9
mini_batch_size,337
Evaluation metrics using,LinearLearner
Accuracy,0.9615384615384616
Specitivity,0.9722222222222222
Recall,0.9504132231404959
Estimator parameters:
predictor_type,binary_classifier
epochs,100
feature_dim,9
mini_batch_size,337
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,auto
validate_parameters,1
verbosity,
eta,0.3
eval_metric,error
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,auto
validate_parameters,1
verbosity,
eta,0.3
eval_metric,mlogloss
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,auto
validate_parameters,1
verbosity,
eta,0.3
eval_metric,mae
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,auto
validate_parameters,1
verbosity,
eta,0.3
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,exact
validate_parameters,1
verbosity,
eta,0.3
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,approx
validate_parameters,1
verbosity,
eta,0.3
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,hist
validate_parameters,1
verbosity,
eta,0.3
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,hist
validate_parameters,1
verbosity,
eta,0.01
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,hist
validate_parameters,1
verbosity,
eta,0.1
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,hist
validate_parameters,1
verbosity,
eta,0.3
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,1.0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,hist
validate_parameters,1
verbosity,
eta,0.3
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
colsample_bytree,
gamma,5.0
gpu_id,-1
importance_type,gain
interaction_constraints,
learning_rate,0.8
max_delta_step,0
max_depth,6
min_child_weight,1
missing,nan
monotone_constraints,
n_estimators,100
n_jobs,0
num_parallel_tree,
random_state,0
reg_alpha,0
reg_lambda,0
scale_pos_weight,
subsample,
tree_method,hist
validate_parameters,1
verbosity,
eta,0.3
eval_metric,rmse
Evaluation metrics using,XGBRegressor
Accuracy,0.9674556213017751
Specitivity,0.9768518518518519
Recall,0.9586776859504132
Estimator parameters:
objective,binary:hinge
base_score,0.5
booster,gblinear
colsample_bylevel,
colsample_bynode,
